2018-12-28,102.0900,99.5200,102.4100,100.3900,38169312
2018-12-27,99.3000,96.4000,101.1900,101.1800,49498509
2018-12-26,95.1400,93.9600,100.6900,100.5600,51634793
2018-12-24,97.6800,93.9800,97.9700,94.1300,43935192
2018-12-21,101.6300,97.4600,103.0000,98.2300,111242070
2018-12-20,103.0500,98.7800,104.3100,101.5100,70334184
2018-12-19,103.6500,101.3500,106.8800,103.6900,68198186
2018-12-18,103.7500,102.5200,104.5100,103.9700,49319196
2018-12-17,105.4100,101.7100,105.8000,102.8900,56957314
2018-12-14,108.2500,105.5000,109.2600,106.0300,47043136
